time,recvpackets@tsung_controller@ip-172-31-46-69 
10,2486 
20,3038 
30,3038 
40,3038 
50,4236 
60,6962 
70,6962 
80,6962 
90,6962 
100,6962 
110,12584 
120,12584 
130,12584 
140,12584 
150,12584 
160,12584 
170,27050 
180,27050 
190,27050 
200,27050 
210,27050 
220,35527 
230,52873 
240,52873 
250,52873 
260,52873 
270,52873 
280,62064 
290,62064 
300,103372 
310,103372 
320,103372 
330,103372 
340,103372 
350,103372 
360,103372 
370,103372 
380,103372 
390,103372 
400,144293 
410,144293 
420,144293 
430,144293 
440,144293 
450,144293 
460,144293 
470,144293 
480,144293 
490,144293 
500,144293 
510,144293 
517,144293 
