time,freemem@tsung_controller@ip-172-31-29-147 
0,375591.26171875 
10,375591.26171875 
20,375591.26171875 
30,375591.26171875 
40,375591.26171875 
50,375591.26171875 
60,375591.26171875 
70,375591.26171875 
80,375591.26171875 
90,375591.26171875 
100,375591.26171875 
110,375591.26171875 
120,375591.26171875 
130,375591.26171875 
140,375591.26171875 
150,375591.26171875 
160,375591.26171875 
170,375591.26171875 
180,375591.26171875 
190,375591.26171875 
200,375591.26171875 
210,375591.26171875 
220,375591.26171875 
230,375591.26171875 
240,375591.26171875 
250,375591.26171875 
260,375591.26171875 
270,375591.26171875 
280,375591.26171875 
290,375591.26171875 
300,375591.26171875 
310,375591.26171875 
320,375591.26171875 
330,375591.26171875 
340,375591.26171875 
350,375591.26171875 
360,375591.26171875 
370,375591.26171875 
380,375591.26171875 
390,375591.26171875 
396,375591.26171875 
