time,request,connect 
0,6.5,2.1 
10,13.1,0.8 
20,4.9,0 
30,0.7,0 
40,9.5,4 
50,25.3,2 
60,15,0 
70,3,0 
80,5.4,2.7 
90,36.6,8 
100,46.5,1.3 
110,14.6,0 
120,2.4,0 
130,42.1,13.2 
140,104.6,10.8 
150,53.1,0 
160,10.1,0 
170,1.4,0 
180,0.2,0 
190,81.6,27 
200,196.3,19.7 
210,105.8,0 
220,21.3,0 
230,3.1,0 
240,31.1,18.5 
250,315,64.8 
260,347,11.5 
270,121.2,0 
280,21.6,0 
290,3.3,0 
300,1.2,0 
310,294.7,98.8 
320,748.4,84.1 
330,404.7,0 
340,70.5,0 
350,14.6,0 
360,16.1,0 
370,40.8,0 
380,12.7,0 
390,1.9,0 
396,0.3,0 
