time,request,connect 
0,5.728,0.851 
10,4.88,0.851 
20,4.88,0.851 
30,4.88,0.851 
40,4.576,0.785 
50,4.576,0.785 
60,4.576,0.785 
70,4.576,0.785 
80,4.576,0.785 
90,4.574,0.725 
100,4.358,0.725 
110,4.358,0.725 
120,4.358,0.725 
130,4.358,0.687 
140,4.215,0.534 
150,4.215,0.534 
160,4.215,0.534 
170,4.215,0.534 
180,4.215,0.534 
190,4.137,0.534 
200,4.137,0.534 
210,4.137,0.534 
220,4.137,0.534 
230,4.137,0.534 
240,4.137,0.521 
250,3.924,0.485 
260,3.924,0.485 
270,3.924,0.485 
280,3.924,0.485 
290,3.924,0.485 
300,3.924,0.485 
310,3.924,0.439 
320,3.924,0.439 
330,3.924,0.439 
340,3.924,0.439 
350,3.924,0.439 
360,3.924,0.439 
370,3.924,0.439 
380,3.924,0.439 
390,3.924,0.439 
396,3.924,0.439 
