time,users,connected 
0,21,21 
10,27,-3 
20,27,-14 
30,27,-2 
40,41,38 
50,54,7 
60,54,-34 
70,54,-11 
80,54,25 
90,101,72 
100,109,-41 
110,109,-46 
120,109,-12 
130,130,126 
140,208,46 
150,208,-117 
160,208,-46 
170,208,-7 
180,208,-2 
190,271,266 
200,400,72 
210,400,-232 
220,400,-90 
230,400,-13 
240,400,182 
250,782,577 
260,839,-277 
270,839,-371 
280,839,-96 
290,839,-14 
300,839,-4 
310,999,971 
320,1595,425 
330,1595,-873 
340,1595,-313 
350,1595,-56 
360,1595,-28 
370,1595,-71 
380,1595,-47 
390,1595,-7 
396,1595,-1 
