time,request,connect 
0,245.245,142.287 
10,804.987,142.287 
20,818.298,142.287 
30,818.298,142.287 
40,818.298,142.287 
50,818.298,142.287 
60,820.969,142.287 
70,820.969,142.287 
80,820.969,142.287 
90,820.969,142.287 
100,862.808,142.287 
110,984.392,142.287 
120,984.392,142.287 
130,984.392,142.287 
140,984.392,142.287 
150,1457.651,142.287 
160,1602.738,142.287 
170,1692.916,142.287 
180,1692.916,142.287 
190,1692.916,142.287 
200,2329.156,142.287 
210,2934.107,142.287 
220,2934.107,142.287 
230,3032.15,142.287 
240,3032.15,142.287 
250,3032.15,142.287 
260,3032.15,142.287 
270,4417.041,142.287 
280,8351.767,142.287 
290,9645.222,142.287 
300,9645.222,142.287 
310,9645.222,142.287 
320,9645.222,142.287 
322,9645.222,142.287 
