time,request,connect 
0,18.078,1.312 
10,6.903,1.257 
20,6.903,1.257 
30,6.903,1.257 
40,6.903,1.218 
50,6.349,1.156 
60,6.349,1.156 
70,6.349,1.156 
80,6.349,1.156 
90,6.136,1.087 
100,5.821,0.97 
110,5.821,0.97 
120,5.821,0.97 
130,5.821,0.97 
140,5.214,0.935 
150,5.214,0.935 
160,5.214,0.935 
170,5.214,0.935 
180,5.214,0.935 
190,5.133,0.935 
200,5.133,0.935 
210,5.133,0.935 
220,5.133,0.935 
230,5.133,0.935 
240,5.133,0.935 
250,5.133,0.935 
260,4.925,0.935 
270,4.925,0.935 
280,4.925,0.935 
290,4.925,0.935 
300,4.925,0.935 
310,4.925,0.935 
320,4.925,0.935 
322,4.925,0.935 
