time,freemem@tsung_controller@ip-172-31-28-177 
0,731.51171875 
10,731.51171875 
20,725.49609375 
30,725.49609375 
40,725.49609375 
50,725.49609375 
60,716.6796875 
70,709.49609375 
80,709.49609375 
90,709.49609375 
100,709.49609375 
110,686.890625 
120,682.72265625 
130,682.72265625 
140,682.72265625 
150,667.68359375 
160,624.2734375 
170,624.2734375 
180,624.2734375 
190,624.2734375 
200,624.2734375 
210,542.8984375 
220,506.0546875 
230,506.0546875 
240,506.0546875 
250,506.0546875 
260,506.0546875 
270,506.0546875 
280,379.7265625 
290,286.0703125 
300,286.0703125 
310,286.0703125 
320,286.0703125 
322,286.0703125 
