time,request,connect 
0,4.635,0.809 
10,4.635,0.809 
20,4.635,0.809 
30,4.635,0.809 
40,4.635,0.745 
50,4.34,0.588 
60,4.34,0.588 
70,4.34,0.588 
80,4.34,0.588 
90,4.144,0.53 
100,4.144,0.53 
110,4.144,0.53 
120,4.144,0.53 
130,4.144,0.53 
140,4.12,0.523 
150,4.12,0.523 
160,4.12,0.523 
170,4.12,0.523 
180,4.12,0.523 
190,4.075,0.523 
200,4.075,0.441 
210,3.972,0.441 
220,3.972,0.441 
230,3.972,0.441 
240,3.972,0.441 
250,3.945,0.399 
260,3.945,0.399 
270,3.945,0.399 
280,3.945,0.399 
290,3.945,0.399 
300,3.811,0.298 
310,3.811,0.298 
320,3.811,0.298 
330,3.811,0.298 
340,3.811,0.298 
350,3.811,0.298 
360,3.811,0.298 
370,3.811,0.298 
380,0.461,0.236 
390,0.263,0.236 
400,0.206,0.236 
410,0.206,0.236 
420,0.206,0.236 
430,0.206,0.236 
438,0.206,0.236 
