time,users,connected 
0,20,20 
10,19,21 
20,6,7 
30,2,2 
40,19,15 
50,43,44 
60,18,18 
70,5,5 
80,23,21 
90,93,92 
100,62,65 
110,14,15 
120,1,1 
130,0,0 
140,129,125 
150,166,167 
160,43,44 
170,12,12 
180,0,0 
190,255,252 
200,307,309 
210,109,112 
220,13,13 
230,0,0 
240,473,438 
250,645,678 
260,219,229 
270,27,30 
280,1,1 
290,362,307 
300,1460,1409 
310,901,934 
320,192,204 
330,13,19 
340,1,1 
350,0,0 
360,0,0 
370,1879,1822 
380,3303,2838 
390,2303,2316 
400,958,961 
410,259,266 
420,32,34 
430,3,3 
438,0,0 
