time,load@tsung_controller@ip-172-31-19-117 
0,0.12109375 
10,0.1015625 
20,0.08984375 
30,0.0703125 
40,0.05859375 
50,0.05078125 
60,0.0390625 
70,0.0390625 
80,0.03125 
90,0.01953125 
100,0.01953125 
110,0.01953125 
120,0.01171875 
130,0.01171875 
140,0.01171875 
150,0.01171875 
160,0.01171875 
170,0.0 
180,0.0 
190,0.0 
200,0.0 
210,0.16015625 
220,0.140625 
230,0.109375 
240,0.1015625 
250,0.23046875 
260,0.19140625 
270,0.30859375 
280,0.26171875 
290,0.21875 
300,0.3515625 
310,0.6796875 
320,1.03125 
330,0.87109375 
340,0.73828125 
350,0.62109375 
360,0.53125 
370,0.44921875 
380,0.609375 
390,0.98046875 
400,1.140625 
410,1.37109375 
420,1.3203125 
430,1.12109375 
438,0.94140625 
