time,request,connect 
0,5.6,2 
10,12.5,1 
20,6.5,0 
30,1.3,0 
40,3.7,1.5 
50,24.8,4.2 
60,19.3,0.3 
70,5.2,0 
80,4.1,2.1 
90,35.3,7.6 
100,48.1,2.3 
110,16.7,0 
120,2.2,0 
130,0.2,0 
140,39.1,12.7 
150,105.4,10.9 
160,53.8,0 
170,9.5,0 
180,1.8,0 
190,72.6,25.4 
200,189.7,18.4 
210,99,0 
220,21.7,0 
230,1.7,0 
240,126.3,44 
250,377.5,44.9 
260,223.9,0 
270,52.6,0 
280,4.9,0 
290,46.7,30.7 
300,578.4,122.8 
310,721.3,32.1 
320,243.7,0 
330,37.4,0 
340,3,0 
350,0.3,0 
360,0,0 
370,529.7,183.8 
380,994.2,360.2 
390,763.3,80.1 
400,568.3,2.9 
410,279.4,0.7 
420,52.4,0 
430,5,0 
438,0.6,0 
