time,sentpackets@tsung_controller@ip-172-31-19-117 
10,291 
20,393.0 
30,277.0 
40,229.0 
50,277.0 
60,884.0 
70,662.0 
80,168.0 
90,693.0 
100,1523.0 
110,1665.0 
120,529.0 
130,73.0 
140,7.0 
150,1863.0 
160,3937.0 
170,1796.0 
180,413.0 
190,585.0 
200,4032.0 
210,7150.0 
220,3533.0 
230,884.0 
240,2072.0 
250,8306.0 
260,15057.0 
270,9.1e3 
280,1864.0 
290,96.0 
300,4507.0 
310,28210.0 
320,31577.0 
330,11382.0 
340,1525.0 
350,1628.0 
360,2184.0 
370,1752.0 
380,27753.0 
390,50181.0 
400,45816.0 
410,31452.0 
420,13671.0 
430,2152.0 
438,812.0 
