time,size_sent,size_rcv 
0,18.47421875,157.21875 
10,55.9671875,681.9828125 
20,29.2046875,1145.42265625 
30,5.6171875,91.31796875 
40,11.96015625,125.14296875 
50,101.41953125,1134.92265625 
60,88.53984375,2272.51484375 
70,23.23203125,502.9015625 
80,10.26484375,75.4328125 
90,141.3640625,1321.60390625 
100,218.03046875,4905.7953125 
110,75.9671875,2071.31796875 
120,9.69453125,424.01640625 
130,0.878125,1.92421875 
140,138.24765625,1289.221875 
150,454.375,8323.8546875 
160,246.97265625,6073.446875 
170,41.99375,1363.290625 
180,7.8484375,32.3328125 
190,256.6203125,2069.303125 
200,829.34296875,15274.4125 
210,459.28125,12122.1859375 
220,95.55,2197.196875 
230,7.63203125,36.73828125 
240,442.8984375,3427.11171875 
250,1622.31875,27881.08203125 
260,1038.6078125,30989.128125 
270,233.7640625,7440.8453125 
280,21.20703125,241.3421875 
290,106.2890625,813.18125 
300,2311,28703.32578125 
310,3272.86796875,83119.87265625 
320,1098.4640625,43002.059375 
330,163.17578125,4713.9484375 
340,12.703125,78.03359375 
350,1.24921875,3.596875 
360,0,0 
370,1863.9,15338.7296875 
380,4751.36015625,60301.00859375 
390,3451.12890625,118109.65078125 
400,2005.52578125,122792.8140625 
410,1258.2625,51343.85859375 
420,234.71953125,9781.65625 
430,21.70078125,574.83125 
438,2.5828125,8.065625 
