time,session 
10,13955.668 
20,22050.047 
30,24543.03 
40,32629.139 
50,32629.139 
60,32629.139 
70,32629.139 
80,32629.139 
90,32629.139 
100,32629.139 
110,32629.139 
120,32629.139 
130,38829.947 
140,38829.947 
150,38829.947 
160,38829.947 
170,38829.947 
180,38829.947 
190,38829.947 
200,38829.947 
210,38829.947 
220,38829.947 
230,38829.947 
240,38829.947 
250,38829.947 
260,38829.947 
270,38829.947 
280,41269.748 
290,45732.061 
300,45732.061 
310,45732.061 
320,45732.061 
330,45732.061 
340,45732.061 
350,56860.28 
360,56860.28 
370,56860.28 
380,56860.28 
390,56860.28 
400,56860.28 
410,56860.28 
420,56860.28 
430,56860.28 
438,58698.408 
