time,200,500,400,404,502,422,302 
0,40,,,,,,16 
10,107,,,,,,74 
20,148,,,,,,98 
30,157,,,,,,102 
40,182,,,,,,114 
50,333,,,,,,211 
60,452,,,,,,285 
70,485,,,,,,304 
80,520,,,,,,310 
90,730,,,,,,453 
100,1009,,,,,,655 
110,1117,,,,,,714 
120,1135,,,,,,718 
130,1136,,,,,,719 
140,1390,,,,,,856 
150,2020,,,,,,1280 
160,2348,,,,,,1490 
170,2416,,,,,,1517 
180,2429,,,,,,1522 
190,2897,,,,,,1780 
200,4005,,,,,,2569 
210,4616,,,,,,2948 
220,4770,,,,,,3011 
230,4783,,,,,,3015 
240,5601,,,,,,3460 
250,7829,,,,,,5007 
260,9207,,,,,,5868 
270,9566,,,,,,6035 
280,9603,,,,,,6047 
290,9992,,,,,,6125 
300,13491,,,,,,8410 
310,17713,,,,,,11402 
320,19302,,,,,,12249 
330,19569,,,,,,12356 
340,19589,,,,,,12366 
350,19591,,,,,,12367 
360,19591,,,,,,12367 
370,23055,,,,,,14200 
380,28869,,,,,1,18327 
390,33422,,,,9,1,21398 
400,36596,725,16,2,9,65,23099 
410,38377,725,16,12,9,72,24095 
420,38745,725,16,13,9,72,24250 
430,38783,725,16,13,9,72,24262 
438,38787,725,16,13,9,72,24264 
