time,recvpackets@tsung_controller@ip-172-31-19-117 
10,426 
20,837.0 
30,1129.0 
40,119.0 
50,431.0 
60,1824.0 
70,2042.0 
80,479.0 
90,434.0 
100,2810.0 
110,5234.0 
120,1726.0 
130,238.0 
140,7.0 
150,3081.0 
160,10050.0 
170,5575.0 
180,1259.0 
190,172.0 
200,5748.0 
210,18633.0 
220,11001.0 
230,1694.0 
240,421.0 
250,10523.0 
260,36252.0 
270,28383.0 
280,5277.0 
290,140.0 
300,5334.0 
310,52394.0 
320,87144.0 
330,34087.0 
340,3550.0 
350,335.0 
360,382.0 
370,302.0 
380,40682.0 
390,94440.0 
400,140918.0 
410,102572.0 
420,45058.0 
430,6940.0 
438,667.0 
