time,200,500,400,404,502,422,302 
0,4,,,,,,1.6 
10,6.7,,,,,,5.8 
20,4.1,,,,,,2.4 
30,0.9,,,,,,0.4 
40,2.5,,,,,,1.2 
50,15.1,,,,,,9.7 
60,11.9,,,,,,7.4 
70,3.3,,,,,,1.9 
80,3.5,,,,,,0.6 
90,21,,,,,,14.3 
100,27.9,,,,,,20.2 
110,10.8,,,,,,5.9 
120,1.8,,,,,,0.4 
130,0.1,,,,,,0.1 
140,25.4,,,,,,13.7 
150,63,,,,,,42.4 
160,32.8,,,,,,21 
170,6.8,,,,,,2.7 
180,1.3,,,,,,0.5 
190,46.8,,,,,,25.8 
200,110.8,,,,,,78.9 
210,61.1,,,,,,37.9 
220,15.4,,,,,,6.3 
230,1.3,,,,,,0.4 
240,81.8,,,,,,44.5 
250,222.8,,,,,,154.7 
260,137.8,,,,,,86.1 
270,35.9,,,,,,16.7 
280,3.7,,,,,,1.2 
290,38.9,,,,,,7.8 
300,349.9,,,,,,228.5 
310,422.2,,,,,,299.2 
320,158.9,,,,,,84.7 
330,26.7,,,,,,10.7 
340,2,,,,,,1 
350,0.2,,,,,,0.1 
360,0,,,,,,0 
370,346.4,,,,,,183.3 
380,581.4,,,,,0.1,412.7 
390,455.3,,,,0.9,0,307.1 
400,317.4,72.5,1.6,0.2,0,6.4,170.1 
410,178.1,0,0,1,0,0.7,99.6 
420,36.8,0,0,0.1,0,0,15.5 
430,3.8,0,0,0,0,0,1.2 
438,0.4,0,0,0,0,0,0.2 
