time,users_count,finish_users_count 
0,2,0 
10,1,1.1 
20,0,1.3 
30,0,0.4 
40,1.9,0.2 
50,3.8,1.4 
60,0.3,2.8 
70,0,1.3 
80,2.3,0.5 
90,7.6,0.6 
100,2.1,5.2 
110,0,4.8 
120,0,1.3 
130,0,0.1 
140,13.1,0.2 
150,10.5,6.8 
160,0,12.3 
170,0,3.1 
180,0,1.2 
190,25.7,0.2 
200,18.1,12.9 
210,0,19.8 
220,0,9.6 
230,0,1.3 
240,47.6,0.3 
250,41.3,24.1 
260,0,42.6 
270,0,19.2 
280,0,2.6 
290,36.2,0.1 
300,123.6,13.8 
310,25.8,81.7 
320,0,70.9 
330,0,17.9 
340,0,1.2 
350,0,0.1 
360,0,0 
370,189.6,1.7 
380,174.8,32.4 
390,0,100 
400,0,134.5 
410,0,69.9 
420,0,22.7 
430,0,2.9 
438,0,0.3 
