time,tr_Post_Register,tr_Get_Root,page,tr_Get_Register,tr_Redirect_Root 
0,83.74355733361755,31.342336035903575,88.95752632650134,1.3215622909605471,1.815412594670668 
10,8.126499999999993,0.1120000000000001,63.90110810000218,0.07800000000000029,0.0 
20,0,0,1.4880000000000004,0.0,0.0 
30,0.0,0,63.1435,0,0.0 
31,0,0,0,0,0 
