time,freemem@tsung_controller@ip-172-31-29-144 
0,731.91796875 
10,728.8125 
20,716.77734375 
30,717.9453125 
40,721.6171875 
50,718.875 
60,703.58984375 
70,705.91015625 
80,711.6796875 
90,714.890625 
100,698.24609375 
110,665.41796875 
120,674.99609375 
130,685.015625 
140,694.8828125 
150,672.1171875 
160,615.265625 
170,643.51171875 
180,668.609375 
190,680.5390625 
200,680.18359375 
210,534.04296875 
220,528.67578125 
230,616.0234375 
240,630.30859375 
250,648.4921875 
260,648.93359375 
270,481.16796875 
280,240.625 
290,331.40625 
300,537.74609375 
310,562.9765625 
312,578.38671875 
