time,recvpackets@tsung_controller@ip-172-31-29-144 
10,554 
20,554 
30,554 
40,15 
50,15 
60,15 
70,15 
80,15 
90,15 
100,15 
110,15 
120,15 
130,15 
140,7 
150,7 
160,7 
170,7 
180,7 
190,7 
200,7 
210,7 
220,7 
230,7 
240,7 
250,7 
260,7 
270,7 
280,7 
290,7 
300,7 
310,7 
312,7 
