time,sentpackets@tsung_controller@ip-172-31-29-144 
10,310 
20,477 
30,477 
40,477 
50,477 
60,848 
70,848 
80,848 
90,848 
100,1232 
110,1811 
120,1811 
130,1811 
140,1811 
150,2233 
160,3968 
170,3968 
180,3968 
190,3968 
200,3968 
210,7266 
220,7266 
230,7266 
240,7266 
250,7266 
260,7266 
270,10776 
280,19144 
290,19144 
300,19144 
310,19144 
312,19144 
