time,200,302 
0,32,17 
10,111,80 
20,159,100 
30,162,102 
40,196,114 
50,313,199 
60,442,286 
70,476,302 
80,482,305 
90,625,392 
100,910,591 
110,1086,703 
120,1128,728 
130,1131,728 
140,1413,879 
150,2006,1316 
160,2345,1526 
170,2419,1560 
180,2429,1565 
190,2594,1622 
200,3483,2232 
210,4447,2937 
220,4832,3112 
230,4882,3134 
240,4887,3136 
250,4891,3138 
260,5824,3635 
270,7960,5299 
280,9372,6136 
290,9973,6451 
300,10061,6490 
310,10074,6498 
312,10074,6498 
