time,request,connect 
0,6.845,0.864 
10,6.087,0.78 
20,6.087,0.78 
30,6.087,0.78 
40,5.076,0.704 
50,5.076,0.694 
60,5.015,0.694 
70,5.015,0.694 
80,5.015,0.694 
90,4.773,0.629 
100,4.533,0.629 
110,4.177,0.629 
120,4.177,0.629 
130,4.177,0.629 
140,4.177,0.592 
150,3.715,0.582 
160,3.715,0.582 
170,3.715,0.582 
180,3.715,0.582 
190,3.715,0.582 
200,3.715,0.579 
210,3.715,0.579 
220,3.715,0.579 
230,3.715,0.579 
240,3.715,0.579 
250,3.715,0.579 
260,3.715,0.525 
270,3.715,0.525 
280,3.715,0.525 
290,3.715,0.525 
300,3.715,0.525 
310,3.715,0.525 
312,3.715,0.525 
