time,size_sent,size_rcv 
0,18.428125,237.1953125 
10,79.78515625,1179.0640625 
20,110.73515625,2146.75390625 
30,112.546875,2152.8234375 
40,126.353125,2387.2515625 
50,211.59453125,3734.51640625 
60,310.00703125,5959.17109375 
70,332.153125,6567.9171875 
80,335.60859375,6618.61875 
90,422.32890625,7964.61015625 
100,631.60234375,12335.16953125 
110,764.1125,15536.78125 
120,793.22578125,16057.22109375 
130,794.5578125,16102.53828125 
140,949.1640625,19599.1828125 
150,1407.24609375,29248.4703125 
160,1655.6609375,36409.08515625 
170,1700.309375,37728.1265625 
180,1706.5359375,37823.37890625 
190,1767.60078125,40650.15546875 
200,2386.36171875,58257.65859375 
210,3145.14140625,81162.10546875 
220,3387.1609375,88932.29140625 
230,3418.24296875,89398.51796875 
240,3421.159375,89408.1859375 
250,3423.71015625,89415.3296875 
260,3924.1109375,115529.0859375 
270,5629.34375,183954.14921875 
280,6642.7109375,234873.2390625 
290,7013.15859375,250528.20078125 
300,7063.86328125,251884.17734375 
310,7072.94453125,251953.48359375 
312,7072.94453125,251953.48359375 
