time,users_count,finish_users_count 
0,1.9,0 
10,1.1,1.1 
20,0,1.6 
30,0,0.2 
40,2.1,0.1 
50,3.4,0.6 
60,0.3,3 
70,0,1.7 
80,0,0.4 
90,7,0.3 
100,5,2.8 
110,0,6.2 
120,0,2.5 
130,0,0.3 
140,13.7,0.2 
150,10.3,6.3 
160,0,12.2 
170,0,4.4 
180,0,0.7 
190,11.6,0.2 
200,29.3,3.5 
210,4.5,17.8 
220,0,19.7 
230,0,3.8 
240,0,0.3 
250,0,0.3 
260,55.6,0.6 
270,40.4,16.7 
280,0,39.1 
290,0,32.9 
300,0,5.8 
310,0,0.9 
312,0,0 
