time,freemem@tsung_controller@ip-172-31-29-144 
0,731.91796875 
10,728.8125 
20,716.77734375 
30,716.77734375 
40,716.77734375 
50,716.77734375 
60,703.58984375 
70,703.58984375 
80,703.58984375 
90,703.58984375 
100,698.24609375 
110,665.41796875 
120,665.41796875 
130,665.41796875 
140,665.41796875 
150,665.41796875 
160,615.265625 
170,615.265625 
180,615.265625 
190,615.265625 
200,615.265625 
210,534.04296875 
220,528.67578125 
230,528.67578125 
240,528.67578125 
250,528.67578125 
260,528.67578125 
270,481.16796875 
280,240.625 
290,240.625 
300,240.625 
310,240.625 
312,240.625 
