time,request,connect 
0,337.691,190.531 
10,806.811,190.531 
20,806.811,190.531 
30,806.811,190.531 
40,806.811,190.531 
50,806.811,190.531 
60,806.811,190.531 
70,806.811,190.531 
80,806.811,190.531 
90,806.811,190.531 
100,806.811,190.531 
110,841.832,190.531 
120,841.832,190.531 
130,841.832,190.531 
140,841.832,190.531 
150,1058.073,190.531 
160,1338.846,190.531 
170,1338.846,190.531 
180,1338.846,190.531 
190,1338.846,190.531 
200,1831.346,190.531 
210,1982.112,190.531 
220,1989.13,190.531 
230,2272.359,190.531 
240,2272.359,190.531 
250,2272.359,190.531 
260,2272.359,190.531 
270,6257.515,190.531 
280,9614.111,190.531 
290,14920.33,190.531 
300,14920.33,190.531 
310,14920.33,190.531 
312,14920.33,190.531 
