time,size_sent,size_rcv 
0,16.428125,308.24375 
10,64.30078125,1212.1875 
20,22.95,577.50703125 
30,6.94609375,93.32890625 
40,2.5359375,95.62578125 
50,70.215625,1053.846875 
60,106.54921875,2299.753125 
70,39.76640625,907.72265625 
80,8.2078125,331.2921875 
90,116.43671875,1976.8515625 
100,161.334375,3021.9890625 
110,116.134375,3140.46171875 
120,38.89453125,631.41015625 
130,7.1640625,36.74765625 
140,12.915625,538.64296875 
150,140.18125,2320.37265625 
160,163.896875,2818.6796875 
170,153.31640625,2898.06796875 
180,139.6671875,4627.240625 
190,119.63046875,3934.64609375 
200,90.93671875,3445.17890625 
210,45.025,574.628125 
220,5.07578125,15.21796875 
230,1.315625,4.4875 
238,0.4359375,2.56875 
