time,tr_Post_Register,tr_Get_Root,page,tr_Post_Login,tr_Get_Register,tr_Get_Logout,tr_Redirect_Root,tr_Get_Login 
0,10.528236013480864,7.199501955563543,55.400014578044114,0,0.8914931295304525,0.14250000000000007,0.06550000000000011,0 
10,15.25930421542505,0.19895728184713402,52.96291701039295,0.0,0.8940996365059097,2.2559852799460662,4.141156596795595,5.692522976677389 
20,0.0,0,61.344949632161644,9.908741365077603,0.0,0.30600000000000005,0.0,0.4470749377900759 
30,0,0,14.337765121059382,14.330527702154658,0,0,0,0 
