time,users_count,finish_users_count 
0,26,0 
10,30,16 
20,30,29 
30,43,30 
40,78,36 
50,82,59 
60,82,78 
70,82,82 
80,148,83 
90,202,113 
100,202,170 
110,202,198 
120,202,200 
130,246,202 
140,389,218 
150,412,323 
160,412,389 
170,412,411 
180,677,414 
190,886,551 
200,886,768 
210,886,866 
220,886,885 
230,1444,895 
240,1846,1156 
250,1846,1613 
260,1846,1810 
270,1846,1841 
280,1846,1845 
290,2862,1862 
300,3679,2349 
310,3679,3240 
320,3679,3621 
330,3679,3674 
340,3679,3679 
350,3679,3679 
360,4500,3680 
370,6978,3983 
380,7405,5588 
390,7405,7008 
400,7405,7366 
410,7405,7401 
420,7405,7405 
430,7405,7405 
440,11614,7443 
450,14940,7898 
460,14940,9240 
470,14940,12663 
480,14940,14738 
490,14940,14926 
500,14940,14940 
507,14940,14940 
