time,session 
10,6563.675 
20,6563.675 
30,6563.675 
40,5497.132 
50,5497.132 
60,5497.132 
70,5497.132 
80,5497.132 
90,5497.132 
100,5497.132 
110,5497.132 
120,5497.132 
130,5497.132 
140,4321.013 
150,4321.013 
160,4321.013 
170,4321.013 
180,4321.013 
190,3450.947 
200,3450.947 
210,3450.947 
220,3450.947 
230,3450.947 
240,3450.947 
250,3450.947 
260,3450.947 
270,3450.947 
280,3450.947 
290,3450.947 
300,2964.12 
310,2964.12 
320,2964.12 
330,2964.12 
340,2964.12 
350,2964.12 
360,2658.156 
370,2445.588 
380,2445.588 
390,2445.588 
400,2445.588 
410,2445.588 
420,2445.588 
430,2445.588 
440,2137.799 
450,1104.074 
460,1104.074 
470,1104.074 
480,1104.074 
490,1104.074 
500,1104.074 
507,1104.074 
