time,session 
10,16210.851 
20,22461.145 
30,23553.007 
40,23553.007 
50,23553.007 
60,25680.052 
70,31995.726 
80,31995.726 
90,31995.726 
100,31995.726 
110,31995.726 
120,40235.686 
130,40235.686 
140,40235.686 
150,40235.686 
160,40235.686 
170,40235.686 
180,40235.686 
190,40235.686 
200,40235.686 
210,40235.686 
220,40991.099 
230,40991.099 
240,40991.099 
250,40991.099 
260,40991.099 
270,41751.402 
280,52388.483 
290,52388.483 
300,52388.483 
310,52388.483 
320,52388.483 
330,52388.483 
340,52388.483 
350,52388.483 
360,52388.483 
370,52388.483 
380,52388.483 
390,52388.483 
400,52388.483 
410,52388.483 
420,52388.483 
430,52388.483 
440,52388.483 
450,52388.483 
460,52388.483 
470,52388.483 
480,52388.483 
490,52849.121 
500,58416.313 
507,58416.313 
