time,200,400,404,502,422,302 
0,51,,,,,29 
10,137,,,,,88 
20,164,,,,,104 
30,179,,,,,108 
40,290,,,,,187 
50,407,,,,,268 
60,446,,,,,281 
70,450,,,,,283 
80,567,,,,,340 
90,858,,,,,555 
100,1046,,,,,664 
110,1098,,,,,684 
120,1100,,,,,686 
130,1162,,,,,697 
140,1612,,,,,999 
150,2051,,,,,1317 
160,2201,,,,,1397 
170,2237,,,,,1410 
180,2743,,,,,1685 
190,3953,,,,,2546 
200,4620,,,,,2945 
210,4794,,,,,3035 
220,4820,,,,,3042 
230,5915,,,,,3641 
240,8311,,,,,5360 
250,9582,,,,,6126 
260,9938,,,,,6285 
270,9986,,,,,6300 
280,9991,,,,,6301 
290,11872,,,,,7316 
300,16463,,,,,10540 
310,19201,,,,,12171 
320,19850,,,,,12474 
330,19927,,,,,12501 
340,19934,,,,,12504 
350,19934,,,,,12504 
360,20961,,,,,12772 
370,28273,,,,,17598 
380,36414,,,,,23310 
390,39502,,,,,24885 
400,40022,,,,,25105 
410,40072,,,,,25124 
420,40078,,,,,25128 
430,40078,,,,,25128 
440,47792,,,,,29085 
450,57991,3,1,1252,268,36536 
460,67036,51,28,2570,621,42774 
470,75770,105,65,2605,681,47524 
480,78589,123,79,2605,681,48741 
490,78804,123,82,2605,681,48806 
500,78823,123,82,2605,681,48813 
507,78823,123,82,2605,681,48813 
