time,users,connected 
0,26,26 
10,14,14 
20,1,1 
30,13,10 
40,42,40 
50,23,25 
60,4,4 
70,0,0 
80,65,61 
90,89,90 
100,32,34 
110,4,4 
120,2,2 
130,44,39 
140,171,170 
150,89,92 
160,23,24 
170,1,1 
180,263,261 
190,335,337 
200,118,118 
210,20,21 
220,1,1 
230,549,546 
240,690,690 
250,233,252 
260,36,40 
270,5,5 
280,1,1 
290,1000,960 
300,1330,1358 
310,439,463 
320,58,61 
330,5,6 
340,0,0 
350,0,0 
360,820,761 
370,2995,2965 
380,1817,1844 
390,397,409 
400,39,39 
410,4,4 
420,0,0 
430,0,0 
440,4171,3838 
450,7042,6453 
460,5700,5659 
470,2277,2299 
480,202,201 
490,14,14 
500,0,0 
507,0,0 
