time,users_count,finish_users_count 
0,2.6,0 
10,0.4,1.6 
20,0,1.3 
30,1.3,0.1 
40,3.5,0.6 
50,0.4,2.3 
60,0,1.9 
70,0,0.4 
80,6.6,0.1 
90,5.4,3 
100,0,5.7 
110,0,2.8 
120,0,0.2 
130,4.4,0.2 
140,14.3,1.6 
150,2.3,10.5 
160,0,6.6 
170,0,2.2 
180,26.5,0.3 
190,20.9,13.7 
200,0,21.7 
210,0,9.8 
220,0,1.9 
230,55.8,1 
240,40.2,26.1 
250,0,45.7 
260,0,19.7 
270,0,3.1 
280,0,0.4 
290,101.6,1.7 
300,81.7,48.7 
310,0,89.1 
320,0,38.1 
330,0,5.3 
340,0,0.5 
350,0,0 
360,82.1,0.1 
370,247.8,30.3 
380,42.7,160.5 
390,0,142 
400,0,35.8 
410,0,3.5 
420,0,0.4 
430,0,0 
440,420.9,3.8 
450,332.6,45.5 
460,0,134.2 
470,0,342.3 
480,0,207.5 
490,0,18.8 
500,0,1.4 
507,0,0 
