time,users,connected 
0,26,26 
10,29,-12 
20,29,-13 
30,29,9 
40,43,30 
50,43,-15 
60,43,-21 
70,43,-4 
80,65,61 
90,105,29 
100,105,-56 
110,105,-30 
120,105,-2 
130,105,37 
140,171,131 
150,183,-78 
160,183,-68 
170,183,-23 
180,263,260 
190,412,76 
200,412,-219 
210,412,-97 
220,412,-20 
230,549,545 
240,846,144 
250,846,-438 
260,846,-212 
270,846,-35 
280,846,-4 
290,1000,959 
300,1589,398 
310,1589,-895 
320,1589,-402 
330,1589,-55 
340,1589,-6 
350,1589,0 
360,1589,761 
370,2995,2204 
380,3242,-1121 
390,3242,-1435 
400,3242,-370 
410,3242,-35 
420,3242,-4 
430,3242,0 
440,4172,3838 
450,7246,2615 
460,7246,-794 
470,7246,-3360 
480,7246,-2098 
490,7246,-187 
500,7246,-14 
507,7246,0 
