time,sentpackets@tsung_controller@ip-172-31-19-117 
10,383 
20,1311 
30,1311 
40,1311 
50,1311 
60,1311 
70,1311 
80,1311 
90,1311 
100,1889 
110,1889 
120,1889 
130,1889 
140,1889 
150,3020 
160,3020 
170,3020 
180,3020 
190,4624 
200,9140 
210,9140 
220,9140 
230,9140 
240,9140 
250,18774 
260,18774 
270,18774 
280,18774 
290,18774 
300,18774 
310,39445 
320,39445 
330,39445 
340,39445 
350,39445 
360,39445 
370,39445 
380,61392 
390,83863 
400,83863 
410,83863 
420,83863 
430,83863 
440,83863 
450,83863 
460,98478 
470,119768 
480,128969 
490,128969 
500,128969 
507,128969 
