time,recvpackets@tsung_controller@ip-172-31-19-117 
10,660 
20,2148 
30,2148 
40,2148 
50,2148 
60,2508 
70,2508 
80,2508 
90,2508 
100,5229 
110,5229 
120,5229 
130,5229 
140,5229 
150,6812 
160,10860 
170,10860 
180,10860 
190,10860 
200,23721 
210,23721 
220,23721 
230,23721 
240,23721 
250,48207 
260,48207 
270,48207 
280,48207 
290,48207 
300,48207 
310,101913 
320,101913 
330,101913 
340,101913 
350,101913 
360,101913 
370,101913 
380,130587 
390,257229 
400,257229 
410,257229 
420,257229 
430,257229 
440,257229 
450,257229 
460,257229 
470,402221 
480,461021 
490,461021 
500,461021 
507,461021 
